Name,Buy Market,Buy Price,Sell Market,Sell Price,Relative Profit,Profit
StatTrak™ MAC-10 | Monkeyflage (Well-Worn),Skinout,0.059,Buff,0.072605,1.230593220338983,0.013605000000000006
Sticker | JDC (Glitter) | Paris 2023,Skinout,0.042,Buff,0.05166125,1.2300297619047618,0.009661249999999996
SCAR-20 | Enforcer (Battle-Scarred),Skinout,0.168,Buff,0.206645,1.2300297619047618,0.038644999999999985
Tec-9 | Urban DDPAT (Factory New),Skinout,0.067,Buff,0.08237875,1.229533582089552,0.015378749999999997
Souvenir Glock-18 | Night (Minimal Wear),Skinout,1.129,Buff,1.3878724999999998,1.2292936226749334,0.25887249999999984
Sticker | Extermination,Skinout,0.326,Buff,0.40072375,1.2292139570552147,0.07472374999999998
Sticker | 100 Thieves (Holo) | 2020 RMR,Skinout,0.058,Buff,0.07120875,1.2277370689655172,0.013208749999999998
UMP-45 | Corporal (Minimal Wear),Skinout,0.19,Buff,0.23317374999999999,1.2272302631578946,0.04317374999999998
Glock-18 | Catacombs (Field-Tested),Skinout,0.107,Buff,0.1312475,1.2266121495327102,0.02424749999999999
P90 | Teardown (Battle-Scarred),Skinout,0.122,Buff,0.14939875,1.224579918032787,0.02739875
SSG 08 | Hand Brake (Battle-Scarred),Skinout,0.284,Buff,0.34766625,1.2241769366197184,0.06366625000000004
Sticker | TYLOO | 2020 RMR,Skinout,0.073,Buff,0.08936,1.2241095890410958,0.01636
StatTrak™ P250 | Visions (Battle-Scarred),Skinout,2.566,Buff,3.1373737499999996,1.222670985970382,0.5713737499999998
Souvenir P250 | Bone Mask (Minimal Wear),Skinout,0.433,Buff,0.52917875,1.2221218244803695,0.09617875000000004
StatTrak™ M249 | Spectre (Field-Tested),Skinout,0.088,Buff,0.10751125,1.2217187500000002,0.019511250000000008
StatTrak™ MAC-10 | Button Masher (Well-Worn),Skinout,0.24,Buff,0.2932125,1.22171875,0.053212499999999996
Sticker | Have Fun,Skinout,0.663,Buff,0.809825,1.2214555052790346,0.14682499999999998
CZ75-Auto | Midnight Palm (Field-Tested),Skinout,1.635,Buff,1.9952412499999999,1.2203310397553515,0.36024124999999985
SSG 08 | Death's Head (Minimal Wear),Skinout,5.563,Buff,6.785775,1.2198049613517887,1.2227750000000004
P90 | Desert DDPAT (Factory New),Skinout,0.435,Buff,0.530575,1.219712643678161,0.09557500000000002
MAC-10 | Button Masher (Field-Tested),Skinout,0.15,Buff,0.18290875,1.2193916666666669,0.032908750000000014
Five-SeveN | Violent Daimyo (Battle-Scarred),Skinout,0.063,Buff,0.07679375000000001,1.218948412698413,0.013793750000000007
MP5-SD | Kitbash (Well-Worn),Skinout,0.212,Buff,0.25830625,1.2184257075471698,0.04630625000000002
P250 | Mint Kimono (Field-Tested),Skinout,1.803,Buff,2.19630125,1.2181371325568497,0.39330124999999994
StatTrak™ FAMAS | Decommissioned (Well-Worn),Skinout,0.086,Buff,0.10471875,1.2176598837209303,0.018718750000000006
StatTrak™ CZ75-Auto | Imprint (Field-Tested),Skinout,0.078,Buff,0.094945,1.2172435897435898,0.016945
Sticker | Complexity Gaming (Glitter) | Paris 2023,Skinout,0.078,Buff,0.094945,1.2172435897435898,0.016945
M249 | Magma (Factory New),Skinout,0.776,Buff,0.943865,1.2163208762886597,0.16786499999999993
StatTrak™ MP5-SD | Desert Strike (Battle-Scarred),Skinout,0.062,Buff,0.0753975,1.2160887096774196,0.013397500000000007
Glock-18 | High Beam (Factory New),Skinout,0.085,Buff,0.1033225,1.2155588235294117,0.01832249999999999
StatTrak™ MAG-7 | Foresight (Factory New),Skinout,0.524,Buff,0.63669,1.2150572519083969,0.11268999999999996
StatTrak™ MAG-7 | Foresight (Factory New),Skinout,0.524,Buff,0.63669,1.2150572519083969,0.11268999999999996
Souvenir MAC-10 | Indigo (Minimal Wear),Skinout,2.612,Buff,3.1722799999999998,1.214502297090352,0.5602799999999997
StatTrak™ FAMAS | Decommissioned (Minimal Wear),Skinout,0.283,Buff,0.3434775,1.2137014134275619,0.06047750000000002
MP7 | Cirrus (Minimal Wear),Skinout,0.13,Buff,0.15777624999999998,1.2136634615384614,0.027776249999999975
StatTrak™ AUG | Triqua (Field-Tested),Skinout,0.084,Buff,0.10192625,1.213407738095238,0.01792624999999999
StatTrak™ XM1014 | Black Tie (Battle-Scarred),Skinout,0.839,Buff,1.01786625,1.2131898092967819,0.17886625
Sticker | Gen.G (Gold) | 2020 RMR,Skinout,0.945,Buff,1.144925,1.2115608465608465,0.19992500000000002
UMP-45 | Roadblock (Minimal Wear),Skinout,0.068,Buff,0.08237875,1.211452205882353,0.014378749999999996
XM1014 | Oxide Blaze (Minimal Wear),Skinout,0.068,Buff,0.08237875,1.211452205882353,0.014378749999999996
Five-SeveN | Scumbria (Minimal Wear),Skinout,0.06,Buff,0.072605,1.2100833333333334,0.012605000000000005
Sticker | REZ (Gold) | Paris 2023,Skinout,0.922,Buff,1.11560375,1.2099823752711496,0.19360374999999996
Sticker | mezii (Holo) | Paris 2023,Skinout,1.101,Buff,1.3320224999999999,1.2098297002724794,0.2310224999999999
Dual Berettas | Cartel (Well-Worn),Skinout,0.307,Buff,0.3714025,1.2097801302931597,0.06440250000000003
Nova | Red Quartz (Well-Worn),Skinout,2.387,Buff,2.8846525,1.2084844993715962,0.49765250000000005
Dual Berettas | Royal Consorts (Battle-Scarred),Skinout,0.178,Buff,0.2150225,1.2079915730337079,0.037022500000000014
Sticker | cadiaN (Holo) | Stockholm 2021,Skinout,0.949,Buff,1.1463212500000002,1.2079254478398316,0.19732125000000023
MAC-10 | Classic Crate (Factory New),Skinout,0.207,Buff,0.24992875,1.207385265700483,0.042928750000000016
R8 Revolver | Nitro (Minimal Wear),Skinout,0.059,Buff,0.07120875,1.206927966101695,0.012208750000000004
Sawed-Off | Yorick (Field-Tested),Skinout,0.059,Buff,0.07120875,1.206927966101695,0.012208750000000004
StatTrak™ R8 Revolver | Grip (Well-Worn),Skinout,0.059,Buff,0.07120875,1.206927966101695,0.012208750000000004
Sticker | Team Liquid (Glitter) | Rio 2022,Skinout,0.081,Buff,0.09773749999999999,1.2066358024691357,0.01673749999999999
XM1014 | Watchdog (Field-Tested),Skinout,0.581,Buff,0.7009175,1.2063984509466437,0.11991750000000001
StatTrak™ P250 | Re.built (Well-Worn),Skinout,0.073,Buff,0.08796375,1.2049828767123287,0.014963749999999998
SCAR-20 | Enforcer (Well-Worn),Skinout,0.197,Buff,0.2373625,1.2048857868020304,0.040362499999999996
Galil AR | Firefight (Battle-Scarred),Skinout,0.182,Buff,0.21921125,1.2044574175824176,0.03721125
Glock-18 | Wasteland Rebel (Well-Worn),Skinout,3.571,Buff,4.30045,1.2042705124614952,0.7294499999999995
StatTrak™ P250 | Valence (Field-Tested),Skinout,0.151,Buff,0.1815125,1.202069536423841,0.030512499999999998
Tec-9 | Ice Cap (Minimal Wear),Skinout,0.151,Buff,0.1815125,1.202069536423841,0.030512499999999998
StatTrak™ MP9 | Bioleak (Field-Tested),Skinout,0.201,Buff,0.24155125,1.2017475124378107,0.04055124999999998
Sticker | Watermelon Tentaskull,Skinout,0.888,Buff,1.066735,1.2012781531531531,0.17873499999999998
StatTrak™ SCAR-20 | Enforcer (Well-Worn),Skinout,0.464,Buff,0.55710375,1.2006546336206896,0.09310374999999999
